organizationName,orgID,orgID_URL,orgSubtype,businessSector,busSect_description,busSectID,Business_ClassCode,EconomicSectID_URL,HQ_Address,HQ_PhoneNumber,orgURL,primaryTicker,hasHoldingClassification,LEI
VGP NV,4295875318,https://permid.org/1-4295875318,Company,Transportation,"Transporters of freight and passengers by air, land and sea, and operators of supporting services.",4294952945,5240,https://permid.org/1-4294952767,"via Antonio Nibby, 20
ROMA
ROMA
00161
Italy
",390644172652,http://www.atlantia.it/it/,VGP,publiclyHeld,8156008DEC771409C487
Eni Finance International SA,4295867343,https://permid.org/1-4295867343,Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"2, Boulevard du General Martial Valin
Paris Cedex 15
PARIS
ILE-DE-FRANCE
75724
France
",33140608080,https://www.safran-group.com/,,,969500UIC89GT3UL7L24
Lonza Finance International NV,5037932504,https://permid.org/1-5037932504,Special Purpose Vehicle,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"Piet Heinkade 55
AMSTERDAM
NOORD-HOLLAND
1019 GM
Netherlands
",,,,,529900RRNKUM3INJGF98
Esselunga SpA,5052167677,https://permid.org/1-5052167677,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Via Carlo Bo 11
MILANO
MILANO
20143
Italy
",,https://www.italgas.it/it/,,,815600F25FF44EF1FA76
ERG SpA,4295875817,https://permid.org/1-4295875817,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"V.le Carlo Berti Pichat nr. 2/4
BOLOGNA
BOLOGNA
40127
Italy
",39051287111,http://www.gruppohera.it/,ERG,publiclyHeld,8156009414FD99443B48
Solvay SA,5000734981,https://permid.org/1-5000734981,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"7, rue Nicolas Bove
LUXEMBOURG
1253
Luxembourg
",,,SOLB,publiclyHeld,0KLLMNHINTFDRMU6DI05
Barry Callebaut Services NV,4295875633,https://permid.org/1-4295875633,Company,Energy - Fossil Fuels,"Explorers, refiners, marketers and distributors of fossil fuels, as well as manufacturers of energy-related equipment and providers of supporting services.",4294952999,5010,https://permid.org/1-4294952782,"Piazzale Mattei, 1
ROMA
ROMA
00144
Italy
",390659821,https://www.eni.com/,,,BUCRF72VH5RBN7X3VL35
Apetra NV,5000005309,https://permid.org/1-5000005309,Quasi-Governmental Organization,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Corso di Porta Vittoria, 4
MILANO
MILANO
20122
Italy
",390277201,https://www.a2a.eu/it,,,81560076E3944316DB24
RAI Radiotelevisione Italiana SpA,4295884730,https://permid.org/1-4295884730,Company,Chemicals,"Producers and refiners of agricultural, commodity and specialty chemicals.",4294952988,5110,https://permid.org/1-4294952774,"Christian Neefestraat 2
PO Box 75730
AMSTERDAM
NOORD-HOLLAND
1077 WW
Netherlands
",31889697590,https://www.akzonobel.com/,,,724500XYIJUGXAA5QD70
Brussels Airport Company NV,4295884948,https://permid.org/1-4295884948,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Utrechtseweg 68
ARNHEM
GELDERLAND
6812 AH
Netherlands
",,https://www.alliander.com/,,,724500XBZ9QOPTI11U82
Elia Group SA,4298484226,https://permid.org/1-4298484226,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Magistratenlaan 116
S-HERTOGENBOSCH
NOORD-BRABANT
5223 MB
Netherlands
",31888577777,https://www.enexisgroep.nl/,ELI,publiclyHeld,7245009Q5867Q0YC9Q13
Infrastrutture Wireless Italiane SpA,5000075299,https://permid.org/1-5000075299,Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"Utrechtseweg 310
ARNHEM
GELDERLAND
6812 AR
Netherlands
",31263731111,https://www.tennet.eu/,INW,publiclyHeld,724500LTUWK3JQG63903
Befimmo SA,4297963439,https://permid.org/1-4297963439,REIT,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Lua ArenA
Herikerbergweg 130
AMSTERDAM
NOORD-HOLLAND
1101 CM
Netherlands
",31205755600,,BEFB,publiclyHeld,5299007L43AQDFOW5739
Fluvius System Operator CVBA,5000025337,https://permid.org/1-5000025337,Company,Collective Investments,"Listed closed-end investment funds, as well as other funds where participation can be bought and sold as units or shares, such as open-ended or mutual funds, exchange-traded funds, exchange traded products, unit trusts and unit investment trusts.",4294952732,5550,https://permid.org/1-4294952740,"12, Rue Eugene Ruppert
LUXEMBOURG
2453
Luxembourg
",3524560601,http://www.tifinance.lu/,,,549300O482B6CBF38D50
Poste Italiane SpA,4295875719,https://permid.org/1-4295875719,Quasi-Governmental Organization,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Via Nubi di Magellano, 30
REGGIO NELL'EMILIA
REGGIO EMILIA
42123
Italy
",3905222971,https://www.gruppoiren.it/,PST,publiclyHeld,8156001EBD33FD474E60
Groupe Bruxelles Lambert SA,4295886936,https://permid.org/1-4295886936,Unknown,Telecommunications Services,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.,4294952825,5740,https://permid.org/1-4294952723,"Edificio Campo Grande
Rua Ator Antonio Silva, n 9 - Campo Grande
LISBOA
1600-404
Portugal
",351217824725,http://www.nos.pt/,,,5493004DM8FGIY6QKF37
Groupe Bruxelles Lambert SA,4296293806,https://permid.org/1-4296293806,Unknown,Transportation,"Transporters of freight and passengers by air, land and sea, and operators of supporting services.",4294952945,5240,https://permid.org/1-4294952767,"Av. Fontes Pereira de Melo n. 28
LISBOA
1050-122
Portugal
",351217101078,http://www.metrolisboa.pt/,,,213800Q167XJFGRJJK66
Enodia SCRL,4295875677,https://permid.org/1-4295875677,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Piazzale Ostiense, 2
ROMA
ROMA
00154
Italy
",390657991,https://www.gruppo.acea.it/,,,549300Q3448N041CTH56
Atlantia SpA,4295886834,https://permid.org/1-4295886834,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Av. 24 de Julho, no 12
Misericordia
LISBOA
1249-300
Portugal
",,https://www.edp.com/en,ATL,publiclyHeld,529900CLC3WDMGI9VH80
Safran SA,5000936840,https://permid.org/1-5000936840,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Via Alberico Albricci, 10
MILANO
MILANO
20122
Italy
",3902938991,http://www.2iretegas.it/,SAF,publiclyHeld,549300RV0WBR05UTDI91
JAB Holdings BV,5001421091,https://permid.org/1-5001421091,Bank/Financial Holding Company,Transportation,"Transporters of freight and passengers by air, land and sea, and operators of supporting services.",4294952945,5240,https://permid.org/1-4294952767,"Quinta da Torre da Aguilha - Edificio Brisa
Sao Domingos de Rana
CASCAIS
2785-599
Portugal
",351214448500,http://www.brisaconcessao.pt/,,,529900O4HQ501ZCXL896
Italgas SpA,4295867836,https://permid.org/1-4295867836,Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"87 Rue de Richelieu
PARIS
ILE-DE-FRANCE
75002
France
",33156262400,https://www.altarea.com/,IG,publiclyHeld,969500ICGCY1PD6OT783
Hera SpA,5000214282,https://permid.org/1-5000214282,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"11720 Borman Drive, Legal Department
ST. LOUIS
MISSOURI
63146
United States
",,,HER,publiclyHeld,549300BIPDLRC1B3OO64
Nestle Finance International Ltd SA,5046277024,https://permid.org/1-5046277024,Bank/Financial Holding Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"1B Heienhaff
SENNINGERBERG
1736
Luxembourg
",352278456710,http://ir.adler-group.com/,,,391200OYYFJ3DWAMEC69
Eni SpA,4295884955,https://permid.org/1-4295884955,Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"Mendelweg 30
LEIDEN
ZUID-HOLLAND
2333 CS
Netherlands
",31715245600,http://www.airbus.com/,ENI,publiclyHeld,MINO79WLOO247M1IL051
A2A SpA,5050986901,https://permid.org/1-5050986901,Company,Cyclical Consumer Products,"Manufacturers and producers of durable goods such as household goods, as well as textiles, Apparel & Accessories. Includes homebuilders.",4294952745,5320,https://permid.org/1-4294952746,"High Tech Campus 48
EINDHOVEN
NOORD-BRABANT
5656 AE
Netherlands
",31206091000,https://www.signify.com/,A2A,publiclyHeld,549300072P3J1X8NZO35
Akzo Nobel NV,5073623848,https://permid.org/1-5073623848,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Huizerstraatweg 28
NAARDEN
NOORD-HOLLAND
1411 GP
Netherlands
",,,AKZA,publiclyHeld,213800MGRS1DZVKTKA03
Alliander NV,5063720884,https://permid.org/1-5063720884,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"560 Rue de Neudorf
LUXEMBOURG
2220
Luxembourg
",352691890273,,,,549300KCJ74PW78SNI52
Enexis Holding NV,4297630575,https://permid.org/1-4297630575,Bank/Financial Holding Company,Technology Equipment,"Manufacturers of semiconductors, communications equipment, computer hardware and software and technology-related office equipment, electronic equipment and components, household/consumer electronics, phones, handhelds, and related office equipment as well as providers of consulting and IT services.",4294952722,5710,https://permid.org/1-4294952723,"46, Place Guillaume II
LUXEMBOURG
1648
Luxembourg
",,,,,C33G1C5SYE2YM95EE712
TenneT Holding BV,5071570642,https://permid.org/1-5071570642,Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"Prins Bernhardplein 200
AMSTERDAM
NOORD-HOLLAND
1097JB
Netherlands
",,,,,549300ONZ5IS6B6IMJ70
EDP Finance BV,5071086879,https://permid.org/1-5071086879,Special Purpose Vehicle,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"7, rue du Marche-aux-Herbes
LUXEMBOURG
1728
Luxembourg
",,,,,254900OM17Q9YNDIUG82
Nederlandse Gasunie NV,4297695613,https://permid.org/1-4297695613,Company,Software & IT Services,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services.",4294952830,5720,https://permid.org/1-4294952723,"22-24 rue du Gouverneur General Eboue
ILE-DE-FRANCE
92136
France
",33155001200,http://www.fr.sogeti.com/,,,549300ZCTVXOH4U18J84
Telecom Italia Finance SA,5050307449,https://permid.org/1-5050307449,Bank/Financial Holding Company,Chemicals,"Producers and refiners of agricultural, commodity and specialty chemicals.",4294952988,5110,https://permid.org/1-4294952774,"Delftseplein 27E
ROTTERDAM
ZUID-HOLLAND
3013 AA
Netherlands
",31102755500,,,,549300ZSNDBYN4Z4VZ93
Iren SpA,4295866721,https://permid.org/1-4295866721,Company,Industrial & Commercial Services,"Providers of construction, engineering, commercial supply services, professional information services, as well as diversified trading and distribution operations.",4294952762,5220,https://permid.org/1-4294952767,"21-25 Rue Balzac
PARIS
ILE-DE-FRANCE
75008
France
",33153835900,https://www.teleperformance.com/,IRE,publiclyHeld,9695004GI61FHFFNRG61
NOS SGPS SA,4295946639,https://permid.org/1-4295946639,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Hugo van der Goeslaan 1
EINDHOVEN
NOORD-BRABANT
5643 TW
Netherlands
",31402149111,,NOS,publiclyHeld,Q47A62EK6GMSID3Y8C39
Metropolitano de Lisboa EPE,5056398725,https://permid.org/1-5056398725,Quasi-Governmental Organization,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"4 rue Floreal
PARIS
ILE-DE-FRANCE
75017
France
",33140424009,https://ctelectricite.com/,,,969500BH61SHYYBTJQ29
Acea SpA,4295866846,https://permid.org/1-4295866846,Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"Tour Carpe Diem 31 Place des Corolles
COURBEVOIE
ILE-DE-FRANCE
92400
France
",33157778000,https://www.thalesgroup.com/,ACE,publiclyHeld,529900FNDVTQJOVVPZ19
EDP Energias de Portugal SA,4295946639,https://permid.org/1-4295946639,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Hugo van der Goeslaan 1
EINDHOVEN
NOORD-BRABANT
5643 TW
Netherlands
",31402149111,,EDP,publiclyHeld,Q47A62EK6GMSID3Y8C39
2I Rete Gas SpA,4295868264,https://permid.org/1-4295868264,Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"7 Place du Chancelier Adenauer
PARIS
ILE-DE-FRANCE
75116
France
",33153437437,https://www.urw.com/,,,969500SHQITWXSIS7N89
Brisa Concessao Rodoviaria SA,4295866751,https://permid.org/1-4295866751,Company,Food & Drug Retailing,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores.",4294952880,5430,https://permid.org/1-4294952895,"93 Avenue de Paris
MASSY
ILE-DE-FRANCE
91300
France
",33164505000,http://www.carrefour.com/,,,549300B8P6MUJ1YWTS08
SIX Finance Luxembourg SA,4297665422,https://permid.org/1-4297665422,Company,Energy - Fossil Fuels,"Explorers, refiners, marketers and distributors of fossil fuels, as well as manufacturers of energy-related equipment and providers of supporting services.",4294952999,5010,https://permid.org/1-4294952782,"Parkstraat 83
S-GRAVENHAGE
ZUID-HOLLAND
2514JG
Netherlands
",,,,,5299003L3TGTOIYBX911
Traton Finance Luxembourg SA,5042933956,https://permid.org/1-5042933956,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Handelsweg 53A
AMSTELVEEN
NOORD-HOLLAND
1181 ZA
Netherlands
",31205406911,,,,2138009B37VJ9VOWAO51
Altarea SCA,5073962722,https://permid.org/1-5073962722,REIT,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"c/o NGT International BV, Central Post, 10th Floor
Delftseplein 30K
ROTTERDAM
ZUID-HOLLAND
3013 AA
Netherlands
",31102130300,,ALTA,publiclyHeld,549300L41E8X8K71RV25
Bunge Finance Europe BV,5040185854,https://permid.org/1-5040185854,Company,Mineral Resources,"Miners and processors of steel, aluminum, precious and specialty metals and minerals, and construction related materials. Includes integrated mining companies.",4294952773,5120,https://permid.org/1-4294952774,"Einsteinlaan 26
RIJSWIJK
ZUID-HOLLAND
2289 CC
Netherlands
",31704143412,,,,549300XYDB6706OPOS81
Adler Group SA,5001167004,https://permid.org/1-5001167004,Bank/Financial Holding Company,Software & IT Services,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services.",4294952830,5720,https://permid.org/1-4294952723,"Symphony Offices, Gustav Mahlerplein 5
AMSTERDAM
NOORD-HOLLAND
1082 MS
Netherlands
",31202999777,https://www.prosus.com/,ADJ,publiclyHeld,635400Z5LQ5F9OLVT688
Airbus SE,5001425607,https://permid.org/1-5001425607,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Claude Debussylaan 7
AMSTERDAM
NOORD-HOLLAND
1082MC
Netherlands
",31202339172,,AIR,publiclyHeld,7245006AG9J70KOIJH36
Signify NV,5074640466,https://permid.org/1-5074640466,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"Buddingevej 197
SOEBORG
2860
Denmark
",,,LIGHT,publiclyHeld,724500PIMPESBMB5Q552
Givaudan Finance Europe BV,5074640466,https://permid.org/1-5074640466,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"Buddingevej 197
SOEBORG
2860
Denmark
",,,,,724500PIMPESBMB5Q552
Whirlpool EMEA Finance SARL,5074779515,https://permid.org/1-5074779515,Bank/Financial Holding Company,Pharmaceuticals & Medical Research,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",4294952845,5620,https://permid.org/1-4294952853,"Rivium Westlaan 142
CAPELLE AAN DEN IJSSEL
ZUID-HOLLAND
2909LD
Netherlands
",,,,,254900OG32E8F3XO5O83
Tyco Electronics Group SA,5068928626,https://permid.org/1-5068928626,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"Bld Royal 20
LUXEMBOURG
2449
Luxembourg
",,https://cgni.eu/,,,549300K11JPENR1PEH43
Digital Dutch Finco BV,4298244950,https://permid.org/1-4298244950,Special Purpose Vehicle,Energy - Fossil Fuels,"Explorers, refiners, marketers and distributors of fossil fuels, as well as manufacturers of energy-related equipment and providers of supporting services.",4294952999,5010,https://permid.org/1-4294952782,"Votrubova 11/A
BRATISLAVA
BRATISLAVSKY KRAJ
821 09
Slovakia
",421262507111,http://www.eustream.sk/,,,31570020000000003378
CK Hutchison Group Telecom Finance SA,4295867087,https://permid.org/1-4295867087,Bank/Financial Holding Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"18 Avenue Francois Mitterrand
METZ
GRAND EST
57000
France
",33387395500,https://www.covivio.eu/,,,969500P8M3W2XX376054
Sogeti SAS,4296945231,https://permid.org/1-4296945231,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"37 Av Du Marechal De Lattre De Tassigny
SAINT ANDRE-LEZ-LILLE
HAUTS-DE-FRANCE
59350
France
",,,,,
LYB International Finance II BV,4295890767,https://permid.org/1-4295890767,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"Laufengasse 18


NEUHAUSEN AM RHEINFALL
SCHAFFHAUSEN
8212
Switzerland
",,,,,549300EN2NVAIKDPWU88
Teleperformance SE,5057810770,https://permid.org/1-5057810770,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"10B, rue des Merovingiens
BERTRANGE
8070
Luxembourg
",,,TEP,publiclyHeld,549300IXL8ST9Z2BTY31
Paccar Financial Europe BV,5074211269,https://permid.org/1-5074211269,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"chiphol Boulevard 267
SCHIPHOL
NOORD-HOLLAND
1118BH
Netherlands
",,,,,54930007FVPKN1NNHV37
Coentreprise De Transport d'electricite SA,4295867953,https://permid.org/1-4295867953,Bank/Financial Holding Company,Cyclical Consumer Services,"Providers of accommodation, entertainment and leisure services, marketing and advertising services and media & publishing services.",4294952915,5330,https://permid.org/1-4294952746,"17 Rue Soyer
Bp 11
Neuilly-sur-Seine Cedex
NEUILLY-SUR-SEINE
ILE-DE-FRANCE
92523
France
",33130797979,https://www.jcdecaux.fr/,,,9695009KV7AFPDEI5S30
Thales SA,4295867592,https://permid.org/1-4295867592,Company,Transportation,"Transporters of freight and passengers by air, land and sea, and operators of supporting services.",4294952945,5240,https://permid.org/1-4294952767,"54, quai de la Rapee
Paris Cedex 12
PARIS
ILE-DE-FRANCE
75599
France
",33158782020,http://www.ratp.fr/,HO,publiclyHeld,969500K59E47ULNCAQ69
Paccar Financial Europe BV,8589934294,https://permid.org/1-8589934294,Company,Insurance,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers.",4294952866,5530,https://permid.org/1-4294952740,"Handelsweg 2
ZEIST
UTRECHT
3707 NH
Netherlands
",31306937000,https://www.achmea.nl/,,,7245007QUMI1FHIQV531
Unibail-Rodamco-Westfield SE,5000002458,https://permid.org/1-5000002458,REIT,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"40, rue de la Vallee
LUXEMBOURG
2661
Luxembourg
",35226476758,http://www.cpipg.com/,URW,publiclyHeld,222100CO2ZOTEPGJO223
Carrefour SA,4295883014,https://permid.org/1-4295883014,Company,Telecommunications Services,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.,4294952825,5740,https://permid.org/1-4294952723,"Chateau de Betzdorf
BETZDORF
6815
Luxembourg
",3527107251,https://www.ses.com/,CA,publiclyHeld,5493008JPA4HYMH1HX51
Schlumberger Finance BV,4295866910,https://permid.org/1-4295866910,Special Purpose Vehicle,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"8 avenue Delcasse
PARIS
ILE-DE-FRANCE
75008
France
",33144955142,https://www.altareit.com/,,,9695004OAPTHOKN99645
BAT Netherlands Finance BV,4295867385,https://permid.org/1-4295867385,Company,Automobiles & Auto Parts,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products.",4294952931,5310,https://permid.org/1-4294952746,"13-15 quai Le Gallo
BOULOGNE-BILLANCOURT
ILE-DE-FRANCE
92100
France
",33176840404,https://group.renault.com/,,,969500F7JLTX36OUI695
Swisscom Finance BV,5037587520,https://permid.org/1-5037587520,Special Purpose Vehicle,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"1 Avenue du Bois
LUXEMBOURG
1251
Luxembourg
",35228778786,https://www.grandcityproperties.com/,,,5299002QLUYKK2WBMB18
CRH Funding BV,4295884721,https://permid.org/1-4295884721,Special Purpose Vehicle,Healthcare Services & Equipment,"Manufacturers of medical equipment and supplies, providers of medical technology/software, as well as operators of healthcare facilities and providers of managed healthcare.",4294952852,5610,https://permid.org/1-4294952853,"Breitner Center
Amstelplein 2
AMSTERDAM
NOORD-HOLLAND
1096 BC
Netherlands
",31205977777,https://www.philips.com/,,,H1FJE8H61JGM1JSGM897
Prosus NV,4297058300,https://permid.org/1-4297058300,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"43, Avenue John F. Kennedy


LUXEMBOURG
1855
Luxembourg
",,,PRX,publiclyHeld,54930045CRYTH0OUOH72
NE Property BV,4295884672,https://permid.org/1-4295884672,Company,Food & Drug Retailing,"Retailers operating pharmacies, grocery, convenience, liquor and specialty food stores.",4294952880,5430,https://permid.org/1-4294952895,"Provincialeweg 11
ZAANDAM
NOORD-HOLLAND
1506 MA
Netherlands
",31886599111,https://www.aholddelhaize.com,,,724500C9GNBV20UYRX36
ISS Finance BV,4296088639,https://permid.org/1-4296088639,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Blaak 8
ROTTERDAM
ZUID-HOLLAND
3011 TA
Netherlands
",31888964480,https://www.stedingroep.nl/,,,724500R5IP6TFKTNRU48
ISS Finance BV,4295884770,https://permid.org/1-4295884770,Company,Transportation,"Transporters of freight and passengers by air, land and sea, and operators of supporting services.",4294952945,5240,https://permid.org/1-4294952767,"Prinses Beatrixlaan 23
'S-GRAVENHAGE
ZUID-HOLLAND
2595 AK
Netherlands
",31888686161,https://www.postnl.nl/,,,724500Q41FHN0P1GPC53
Upjohn Finance BV,5000030092,https://permid.org/1-5000030092,Special Purpose Vehicle,Mineral Resources,"Miners and processors of steel, aluminum, precious and specialty metals and minerals, and construction related materials. Includes integrated mining companies.",4294952773,5120,https://permid.org/1-4294952774,"24-26 Boulevard d'Avranches
LUXEMBOURG
1160
Luxembourg
",35247921,http://www.arcelormittal.com/,,,2EULGUTUI56JI9SAL165
Czech Gas Networks Investments SARL,4295867565,https://permid.org/1-4295867565,Bank/Financial Holding Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"48, rue Albert Dhalenne
SAINT-OUEN
ILE-DE-FRANCE
93400
France
",33157068000,http://www.alstom.com,,,96950032TUYMW11FB530
