organizationName,orgID,orgID_URL,orgSubtype,businessSector,busSect_description,busSectID,Business_ClassCode,EconomicSectID_URL,HQ_Address,HQ_PhoneNumber,orgURL,primaryTicker,hasHoldingClassification,LEI
Energie Ag Oberoesterreich,4295859071,https://permid.org/1-4295859071,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Am Hof 6a
WIEN
WIEN
1010
Austria
",43503130,https://www.verbund.com/,,,5299006UDSEJCTTEJS30
Vienna Insurance Group AG Wiener Versicherung Gruppe,4295866515,https://permid.org/1-4295866515,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Olkiluoto
EURAJOKI
LANSI-SUOMEN
27160
Finland
",358283811,https://www.tvo.fi/,VIG,publiclyHeld,743700LQ48IZBTZN4S52
OMV AG,5000653057,https://permid.org/1-5000653057,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"27 Lower Fitzwilliam Street, Dublin 2
DUBLIN
DUBLIN
Ireland
",35316765831,,OMV,publiclyHeld,635400VCPRSU89DLMZ57
Borealis AG,5052537751,https://permid.org/1-5052537751,Company,Industrial & Commercial Services,"Providers of construction, engineering, commercial supply services, professional information services, as well as diversified trading and distribution operations.",4294952762,5220,https://permid.org/1-4294952767,"calle Santa Sabina, n 8
MADRID
MADRID
28007
Spain
",,https://www.prosegurcash.com,,,9598005HY5DEFPU2SM35
EVN AG,4297959131,https://permid.org/1-4297959131,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Het Sterrenbeeld 35
S-HERTOGENBOSCH
NOORD-BRABANT
5215 MK
Netherlands
",31736814900,http://www.wuerthfinance.net,EVN,publiclyHeld,5JB3IE65ZU13TA0DGN10
STRABAG SE,5051785981,https://permid.org/1-5051785981,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Dublin 4
Eaton House
30 Pembroke Road
DUBLIN
DUBLIN
Ireland
",35316272900,,STR,publiclyHeld,549300OLS85LSODKAF64
Novomatic AG,5052139913,https://permid.org/1-5052139913,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Ireland
",,,,,
Kelag kaerntner Elektrizitaets AG,5057957727,https://permid.org/1-5057957727,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Bruesseler Platz 1
ESSEN
NORDRHEIN-WESTFALEN
45131
Germany
",4920118400,https://www.eon.com/,,,Q9MAIUP40P25UFBFG033
Telekom Finanzmanagement GmbH,5061192967,https://permid.org/1-5061192967,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Iveagh Court
2 Harcourt Road
DUBLIN
T45 NR58
Ireland
",,,,,549300ZF2VKZ1G5T2U85
Nortegas Energia Distribucion SAU,4295858951,https://permid.org/1-4295858951,Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"Mechelgasse 1
WIEN
WIEN
1030
Austria
",4315325907,https://www.caimmo.com/,,,5299003ICAPV07J0R180
Fingrid Oyj,5000682750,https://permid.org/1-5000682750,Company,Applied Resources,"Producers of wood-based products and providers of related services, as well as manufacturers of paper and non-paper products, containers and packaging.",4294952974,5130,https://permid.org/1-4294952774,"Building 1
Aviator Park
Station Road
ADDLESTONE
SURREY
KT15 2PG
United Kingdom
",,https://www.mondigroup.com/en/investors/debt-investors/mondi-finance-plc/,,,213800BJV32JT6IRCS96
Ryanair DAC,5057957727,https://permid.org/1-5057957727,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Bruesseler Platz 1
ESSEN
NORDRHEIN-WESTFALEN
45131
Germany
",4920118400,https://www.eon.com/,,,Q9MAIUP40P25UFBFG033
International Consolidated Airlines Group SA,4298169984,https://permid.org/1-4298169984,Company,Automobiles & Auto Parts,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products.",4294952931,5310,https://permid.org/1-4294952746,"Rixbecker Strasse 75
LIPPSTADT
NORDRHEIN-WESTFALEN
59552
Germany
",492941380,https://www.hella.com/,IAG,publiclyHeld,529900PLX4ADJFWIY024
Sampo plc,4295869167,https://permid.org/1-4295869167,Bank/Financial Holding Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"Moosacher Str. 80
MUENCHEN
BAYERN
80809
Germany
",498935470,https://www.knorr-bremse.com/,SAMPO,publiclyHeld,5299001GRRO0Z25YZT52
Amadeus IT Group SA,4297219925,https://permid.org/1-4297219925,Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"Kaivokatu 8 (CityCenter, 9.krs)
HELSINKI
ETELA-SUOMEN
00100
Finland
",35820334443,https://www.sato.fi/fi,AMS,publiclyHeld,7437009ELUGUOA45V564
Verbund AG,4295869260,https://permid.org/1-4295869260,Company,Chemicals,"Producers and refiners of agricultural, commodity and specialty chemicals.",4294952988,5110,https://permid.org/1-4294952774,"Henkelstrasse 67
DUESSELDORF
NORDRHEIN-WESTFALEN
40589
Germany
",492117970,https://www.henkel.de/,VER,publiclyHeld,549300VZCL1HTH4O4Y49
Teollisuuden Voima Oyj,4297219925,https://permid.org/1-4297219925,Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"Kaivokatu 8 (CityCenter, 9.krs)
HELSINKI
ETELA-SUOMEN
00100
Finland
",35820334443,https://www.sato.fi/fi,,,7437009ELUGUOA45V564
ESB Finance DAC,4295868961,https://permid.org/1-4295868961,Special Purpose Vehicle,Mineral Resources,"Miners and processors of steel, aluminum, precious and specialty metals and minerals, and construction related materials. Includes integrated mining companies.",4294952773,5120,https://permid.org/1-4294952774,"Berliner Strasse 6
HEIDELBERG
BADEN-WUERTTEMBERG
69120
Germany
",4962214810,http://www.heidelbergcement.com/,,,LZ2C6E0W5W7LQMX5ZI37
Prosegur Cash SA,5074210015,https://permid.org/1-5074210015,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Stonemasons Way
Rathfarnham
DUBLIN
D16 KH51
Ireland
",,,CASH,publiclyHeld,54930044475SH442C864
Wurth Finance International BV,5046707555,https://permid.org/1-5046707555,Company,Chemicals,"Producers and refiners of agricultural, commodity and specialty chemicals.",4294952988,5110,https://permid.org/1-4294952774,"Kaiser-Wilhelm-Allee 60
LEVERKUSEN
NORDRHEIN-WESTFALEN
51373
Germany
",4921460092000,https://www.covestro.de/,,,3912005AWHKLQ1CPLV11
Eaton Capital Unlimited Co,4295870318,https://permid.org/1-4295870318,Company,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"Steinstrasse 7
HAMBURG
HAMBURG
20095
Germany
",4940226341300,https://www.alstria.de/,,,529900QIJIGPI0DRL085
CRH Finance DAC,4298412088,https://permid.org/1-4298412088,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Frankfurter Str. 250
DARMSTADT
HESSEN
64293
Germany
",,http://www.merck.de/,,,549300OELEN3ZS5RB682
E.ON SE,5001234109,https://permid.org/1-5001234109,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Heidestrasse 2
BERLIN
BERLIN
10557
Germany
",493051503201,http://www.eurogrid.com/,EOAN,publiclyHeld,967600Q53854Z2NBCC81
Atlas Copco Finance Dac,5040186325,https://permid.org/1-5040186325,Company,Mineral Resources,"Miners and processors of steel, aluminum, precious and specialty metals and minerals, and construction related materials. Includes integrated mining companies.",4294952773,5120,https://permid.org/1-4294952774,"Lars Sonckin kaari 16
ESPOO
ETELA-SUOMEN
02600
Finland
",,,,,549300F7G18UFXIS2K82
CA Immobilien Anlagen AG,4295858953,https://permid.org/1-4295858953,REIT,Insurance,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers.",4294952866,5530,https://permid.org/1-4294952740,"Untere Donaustrasse 21
WIEN
WIEN
1029
Austria
",4350677670,http://www.uniqagroup.com/,CAI,publiclyHeld,529900OOW8ELHOXWZP82
Mondi Finance PLC,5076169227,https://permid.org/1-5076169227,Special Purpose Vehicle,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"10 Earlsfort Terrace
Dublin
LEINSTER
D02 T380
Ireland
",,,,,213800HCUCI1HC7X6Q34
E.ON SE,5068935173,https://permid.org/1-5068935173,Company,Insurance,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers.",4294952866,5530,https://permid.org/1-4294952740,"3rd Floor
La Touche House
Custom House Dock
DUBLIN
D01 R5P3
Ireland
",,,EOAN,publiclyHeld,549300E0FVHYR37EGX65
HELLA GmbH & Co KGaA,4295868725,https://permid.org/1-4295868725,Company,Cyclical Consumer Products,"Manufacturers and producers of durable goods such as household goods, as well as textiles, Apparel & Accessories. Includes homebuilders.",4294952745,5320,https://permid.org/1-4294952746,"Adi-Dassler-Strasse 1
HERZOGENAURACH
BAYERN
91074
Germany
",499132840,https://www.adidas-group.com/,HLE,publiclyHeld,549300JSX0Z4CW0V5023
Knorr Bremse AG,4295866494,https://permid.org/1-4295866494,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Keilaniementie 2-4
CD building
ESPOO
ETELA-SUOMEN
02150
Finland
",358104511,http://www.fortum.com,KBX,publiclyHeld,635400IUIZZIUJSAMF76
Sato Oyj,5035396659,https://permid.org/1-5035396659,Company,Chemicals,"Producers and refiners of agricultural, commodity and specialty chemicals.",4294952988,5110,https://permid.org/1-4294952774,"Donker Duyvisweg 44
DORDRECHT
ZUID-HOLLAND
3316BM
Netherlands
",,,,,724500LOJA6NM43PH951
Henkel AG & Co KgaA,5046712558,https://permid.org/1-5046712558,Company,Energy - Fossil Fuels,"Explorers, refiners, marketers and distributors of fossil fuels, as well as manufacturers of energy-related equipment and providers of supporting services.",4294952999,5010,https://permid.org/1-4294952782,"Gas Works Road
CORK
CORK
Ireland
",3530214534000,https://www.gasnetworks.ie/,HEN3,publiclyHeld,54930043FTE0M50CGG56
Sato Oyj,4295869217,https://permid.org/1-4295869217,Company,Pharmaceuticals & Medical Research,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",4294952845,5620,https://permid.org/1-4294952853,"Kaiser-Wilhelm-Allee 1
LEVERKUSEN
NORDRHEIN-WESTFALEN
51373
Germany
",49214301,https://www.bayer.de/,,,549300J4U55H3WP1XT59
HeidelbergCement AG,4295868681,https://permid.org/1-4295868681,Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"Dachauer Strasse 665
MUENCHEN
BAYERN
80995
Germany
",498914890,http://www.mtu.de/,HEI,publiclyHeld,529900807L67JY81RD65
CRH SMW Finance DAC,5053503107,https://permid.org/1-5053503107,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"Industriepark Hoechst, Gebaeude G879
FRANKFURT AM MAIN
HESSEN
65926
Germany
",,,,,549300SIM4N1U1700V02
Covestro AG,4295866480,https://permid.org/1-4295866480,Company,Technology Equipment,"Manufacturers of semiconductors, communications equipment, computer hardware and software and technology-related office equipment, electronic equipment and components, household/consumer electronics, phones, handhelds, and related office equipment as well as providers of consulting and IT services.",4294952722,5710,https://permid.org/1-4294952723,"Karakaari 7
ESPOO
ETELA-SUOMEN
02610
Finland
",358104488000,https://www.nokia.com/,1COV,publiclyHeld,549300A0JPRWG1KI7U06
alstria office REIT AG,5000040066,https://permid.org/1-5000040066,REIT,Telecommunications Services,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.,4294952825,5740,https://permid.org/1-4294952723,"Ratavartijankatu 5
HELSINKI
ETELA-SUOMEN
00061
Finland
",3581026000,https://elisa.fi/,AOX,publiclyHeld,743700TU2S3DXWGU7H32
Merck Financial Services GmbH,5055406275,https://permid.org/1-5055406275,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Arthur Cox Building
Earlsfort Terrace
Dublin 2
DUBLIN
DUBLIN
D02 CK 83
Ireland
",,,,,254900GTNATA5DHR0920
Eurogrid GmbH,4295869236,https://permid.org/1-4295869236,Investment Company,Automobiles & Auto Parts,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products.",4294952931,5310,https://permid.org/1-4294952746,"Vahrenwalder Strasse 9
HANNOVER
NIEDERSACHSEN
30165
Germany
",4951193801,https://www.continental-corporation.com/,,,529900A7YD9C0LLXM621
CRH Finland Services Oyj,4295866448,https://permid.org/1-4295866448,Company,Applied Resources,"Producers of wood-based products and providers of related services, as well as manufacturers of paper and non-paper products, containers and packaging.",4294952974,5130,https://permid.org/1-4294952774,"Kanavaranta 1
P.O. Box 309
HELSINKI
ETELA-SUOMEN
00101
Finland
",3582046131,http://www.storaenso.com/,,,7437000ZP669LKUTZ738
UNIQA Insurance Group AG,4295866538,https://permid.org/1-4295866538,Company,Industrial & Commercial Services,"Providers of construction, engineering, commercial supply services, professional information services, as well as diversified trading and distribution operations.",4294952762,5220,https://permid.org/1-4294952767,"Rauhalanpuisto 9
ESPOO
Finland
",35820484100,https://www.mogroup.com/,UQA,publiclyHeld,549300R0VN9C371W0E07
Glencore Capital Finance DAC,4295868979,https://permid.org/1-4295868979,Unknown,Transportation,"Transporters of freight and passengers by air, land and sea, and operators of supporting services.",4294952945,5240,https://permid.org/1-4294952767,"Venloer Strasse 151-153
KOELN
NORDRHEIN-WESTFALEN
50672
Germany
",49696960,https://www.lufthansagroup.com/,,,529900PH63HYJ86ASW55
Zurich Finance (Ireland) DAC,5044024092,https://permid.org/1-5044024092,Special Purpose Vehicle,Real Estate,"Developers and managers of real estate operations and related services. Includes residential, commercial and specialized real estate investment trusts.",4294952860,6010,https://permid.org/1-1004365438,"Hausvogteiplatz 12
BERLIN
BERLIN
10117
Germany
",4930247050,https://www.tlg.de/,,,549300NYSIH10FPUO363
Adidas AG,5066539297,https://permid.org/1-5066539297,Company,Automobiles & Auto Parts,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products.",4294952931,5310,https://permid.org/1-4294952746,"Kingsfordweg 151
AMSTERDAM
NOORD-HOLLAND
1043 GR
Netherlands
",,,ADS,publiclyHeld,549300RI533US2G6G542
Fortum Oyj,5001439044,https://permid.org/1-5001439044,Company,Healthcare Services & Equipment,"Manufacturers of medical equipment and supplies, providers of medical technology/software, as well as operators of healthcare facilities and providers of managed healthcare.",4294952852,5610,https://permid.org/1-4294952853,"Else-Kroener-Str. 1
BAD HOMBURG VOR DER HOHE
HESSEN
61352
Germany
",4961726080,https://www.fresenius.com/,FORTUM,publiclyHeld,XDFJ0CYCOO1FXRFTQS51
Brenntag Finance BV,4298510017,https://permid.org/1-4298510017,Company,Technology Equipment,"Manufacturers of semiconductors, communications equipment, computer hardware and software and technology-related office equipment, electronic equipment and components, household/consumer electronics, phones, handhelds, and related office equipment as well as providers of consulting and IT services.",4294952722,5710,https://permid.org/1-4294952723,"August-Haeusser-Strasse 10
HEILBRONN
BADEN-WUERTTEMBERG
74080
Germany
",,,,,549300110BRSS7DV8V39
Gas Networks Ireland,5000609627,https://permid.org/1-5000609627,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Zveju g. 14
VILNIUS
VILNIAUS
09310
Lithuania
",37052782998,https://www.ignitisgrupe.lt/,,,5493005RZJHJT5PNHY10
Fresenius Finance Ireland II PLC,4298221301,https://permid.org/1-4298221301,Unknown,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Kadaka tee 42
TALLINN
12915
Estonia
",3727151222,https://elering.ee/,,,894500CHL8J099IKJ580
Bayer AG,4295869315,https://permid.org/1-4295869315,Company,Insurance,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers.",4294952866,5530,https://permid.org/1-4294952740,"Karl-Wiechert-Allee 50
HANNOVER
NIEDERSACHSEN
30625
Germany
",4951156040,https://www.hannover-rueck.de/,BAYN,publiclyHeld,529900KIN5BE45V5KB18
MTU Aero Engines AG,5035396659,https://permid.org/1-5035396659,Company,Chemicals,"Producers and refiners of agricultural, commodity and specialty chemicals.",4294952988,5110,https://permid.org/1-4294952774,"Donker Duyvisweg 44
DORDRECHT
ZUID-HOLLAND
3316BM
Netherlands
",,,MTX,publiclyHeld,724500LOJA6NM43PH951
Albemarle New Holding GmbH,5052148475,https://permid.org/1-5052148475,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"37A Avenue J-F Kennedy
LUXEMBOURG
1855
Luxembourg
",35227335510,http://www.bevcolux.lu,,,529900A04GL02604LJ24
Nokia Oyj,5074840315,https://permid.org/1-5074840315,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"Slachtedijk 28a


JOURE
FRIESLAND
8501 ZA
Netherlands
",,,NOKIA,publiclyHeld,724500GIEFJOBWGD0272
Elisa Oyj,4295868617,https://permid.org/1-4295868617,Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"128 Av. du Marechal de Lattre de Tassigny
LIMOGES
NOUVELLE-AQUITAINE
87045
France
",33555068787,https://www.legrandgroup.com/,ELISA,publiclyHeld,969500XXRPGD7HCAFA90
Liberty Mutual Finance Europe DAC,5079208960,https://permid.org/1-5079208960,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Weena 455
ROTTERDAM
ZUID-HOLLAND
3013AL
Netherlands
",,,,,549300SWJ4YK4LLNT176
Continental AG,5050268693,https://permid.org/1-5050268693,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"42 Rue St Dominique
Paris 7
PARIS
ILE-DE-FRANCE
75007
France
",,,CON,publiclyHeld,9695001SZIOZQ9ZXF834
Stora Enso Oyj,5055442099,https://permid.org/1-5055442099,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"766 Rte Roger Firmenich
CASTETS
NOUVELLE-AQUITAINE
40260
France
",,,STERV,publiclyHeld,635400DX7HXMEAP36T24
Metso Outotec Corp,5000025561,https://permid.org/1-5000025561,Company,Transportation,"Transporters of freight and passengers by air, land and sea, and operators of supporting services.",4294952945,5240,https://permid.org/1-4294952767,"Via A. Bergamini 50
ROMA
ROMA
00159
Italy
",,http://www.autostrade.it/,MOCORP,publiclyHeld,815600149448CEB9B230
Deutsche Lufthansa AG,5001426741,https://permid.org/1-5001426741,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Herengracht 471
AMSTERDAM
NOORD-HOLLAND
1017BS
Netherlands
",,,LHA,publiclyHeld,0YQH6LCEF474UTUV4B96
TLG Immobilien AG,5037433929,https://permid.org/1-5037433929,Company,Industrial & Commercial Services,"Providers of construction, engineering, commercial supply services, professional information services, as well as diversified trading and distribution operations.",4294952762,5220,https://permid.org/1-4294952767,"23 Val Fleuri
LUXEMBOURG
1526
Luxembourg
",35226185320,https://www.eurofins.com/,TLG,publiclyHeld,529900JEHFM47DYY3S57
ZF Europe Finance BV,4297245020,https://permid.org/1-4297245020,Special Purpose Vehicle,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Drienemansweg 1
ALMELO
OVERIJSSEL
7601 PZ
Netherlands
",,,,,549300424FNJMWD3CO80
Fresenius SE & Co KGaA,4298063458,https://permid.org/1-4298063458,Company,Investment Holding Companies,"Organizations engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",4294952737,5560,https://permid.org/1-4294952740,"20, Rue Eugene Ruppert
LUXEMBOURG
2453
Luxembourg
",35226294201,,FRE,publiclyHeld,549300J537IQK62XT333
Amphenol Technologies Holding GmbH,5040232111,https://permid.org/1-5040232111,Company,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Unit 205
De Cuserstraat 93
AMSTERDAM
NOORD-HOLLAND
1081 CN
Netherlands
",31205214777,,,,54930019D5P01WQQZF17
Ignitis Grupe AB,4295875798,https://permid.org/1-4295875798,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Viale Regina Margherita, 137
ROMA
ROMA
00198
Italy
",,https://www.enel.com/it,IGN1L,publiclyHeld,WOCMU6HCI0OJWNPRZS33
Elering AS,5044006655,https://permid.org/1-5044006655,Quasi-Governmental Organization,Banking & Investment Services,"Providers of retail, commercial and investment banking, consumer financial services, investment services, commercial loans and diversified financial services.",4294952739,5510,https://permid.org/1-4294952740,"Hullenbergweg 300
AMSTERDAM
NOORD-HOLLAND
1101BV
Netherlands
",,,,,549300WAE0CGQ0IE1H63
Hannover Rueck SE,5040261492,https://permid.org/1-5040261492,Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Mlynske nivy 44/b
BRATISLAVA
BRATISLAVSKY KRAJ
825 11
Slovakia
",421262621111,http://www.spp-distribucia.sk/,HNR1,publiclyHeld,213800AGL5LRVQNANS48
Brenntag Finance BV,4297475585,https://permid.org/1-4297475585,Company,Energy - Fossil Fuels,"Explorers, refiners, marketers and distributors of fossil fuels, as well as manufacturers of energy-related equipment and providers of supporting services.",4294952999,5010,https://permid.org/1-4294952782,"Carel van Bylandtlaan 30
'S-GRAVENHAGE
ZUID-HOLLAND
2596 HR
Netherlands
",31703779111,,,,213800ITMMKU4Z7I4F78
Bevco Lux SARL,4295884728,https://permid.org/1-4295884728,Bank/Financial Holding Company,Chemicals,"Producers and refiners of agricultural, commodity and specialty chemicals.",4294952988,5110,https://permid.org/1-4294952774,"Het Overloon 1
HEERLEN
LIMBURG
6411 TE
Netherlands
",1131455788111,https://www.dsm.com/,,,724500SNT1MK246AHP04
Imperial Brands Finance Netherlands BV,4295875430,https://permid.org/1-4295875430,Company,Industrial Goods,"Manufacturers of aerospace & defense equipment, as well as industrial vehicles, machinery, equipment & components, and shipbuilders.",4294952766,5210,https://permid.org/1-4294952767,"Piazza Monte Grappa, 4
ROMA
ROMA
00195
Italy
",3906324731,http://www.leonardocompany.com/,,,529900X4EEX1U9LN3U39
Legrand SA,4295875714,https://permid.org/1-4295875714,Company,Insurance,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers.",4294952866,5530,https://permid.org/1-4294952740,"Piazza Duca Degli Abruzzi 2
TRIESTE
TRIESTE
34132
Italy
",39040671111,https://www.generali.com/it/,LR,publiclyHeld,549300X5UKJVE386ZB61
Unilever Finance Netherlands BV,4295884692,https://permid.org/1-4295884692,Company,Food & Beverages,"Producers and processors of food, beverages and tobacco. Includes operators of farms and fisheries, as well as brewers, distillers and distributors, and packagers of Food & Beverages.",4294952894,5410,https://permid.org/1-4294952895,"Tweede Weteringplantsoen 21
AMSTERDAM
NOORD-HOLLAND
1017 ZD
Netherlands
",31205239239,http://www.theheinekencompany.com/,,,724500K5PTPSST86UQ23
Schlumberger Finance France SAS,5000685837,https://permid.org/1-5000685837,Bank/Financial Holding Company,Utilities,"Producers and distributors of electricity, natural gas, water, steam and utility infrastructure operators.",4294952820,5910,https://permid.org/1-4294952821,"Culenova 6
BRATISLAVA
BRATISLAVSKY KRAJ
816 47
Slovakia
",421850111555,http://www.skupinazse.sk/,,,315700FA4G1UK2XEQF20
Firmenich Productions Participations SAS,5052536757,https://permid.org/1-5052536757,Investment Company,Automobiles & Auto Parts,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products.",4294952931,5310,https://permid.org/1-4294952746,"Gustav Mahlerplein 25
AMSTERDAM
NOORD-HOLLAND
1082 MS
Netherlands
",31202402220,https://www.exor.com/,,,5493002ENHZ6NYET7405
Autostrade per l'Italia SpA,4296939181,https://permid.org/1-4296939181,Company,Pharmaceuticals & Medical Research,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures.",4294952845,5620,https://permid.org/1-4294952853,"Beneluxlaan 2 A
WOERDEN
UTRECHT
3446 GR
Netherlands
",31348438380,,,,724500MMYDP2MJLGB718
ENEL Finance International NV,5037450400,https://permid.org/1-5037450400,Special Purpose Vehicle,Insurance,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers.",4294952866,5530,https://permid.org/1-4294952740,"Schenkkade 65
'S-GRAVENHAGE
ZUID-HOLLAND
2595 AS
Netherlands
",31705130303,https://www.nn-group.com/,,,724500OHYNDT9OY6Q215
